,label,full_m_text
494,misinformation,"🇩🇪~17,000 anti-vaxxers, anti-science, far-right &amp; neo-Nazi organizations attend a protest against #coronavirus restrictions in #Berlin &amp; defy #publichealth precautions. Let's see what happens to #Germany's #COVID19 case counts in the next 2-3 weeks.  https://t.co/TD5xIoT5sV"
3013,misinformation,كان الراحل الامير فيليب كثير المزاح مع زوجته الملكة اليزابيث الى درجة تنكره بملابس حراس القصر  https://t.co/WCTK1LCFPy
1574,misinformation,"Biden wore a mask on a video call with world leaders.

Meanwhile, no one else wore a mask.  https://t.co/j3zYqRImbI"
398,misinformation,"
China 'will never seek hegemony no matter how strong it becomes' is classic #CCP doublespeak.
Xi is warning that China is getting ever stronger, and that nations need to kowtow now to get on its good side. https://t.co/k5TIDCFrqp"
1617,misinformation,"There needs to be more #coronavirus test kits, test supplies, and testing capabilities.

We have to understand the full scope of our public health crisis in order to move our country forward.  https://t.co/DAdP5xZ7Fx"
3494,misinformation,"Trump claims ""every poll"" shows him winning second debate ""in a landslide"":   https://t.co/2mOtrdw1Zt https://t.co/16dogP4Bfj"
3033,misinformation,"Recently, the Centers for Disease Control and Prevention reported that more than 5,800 out of 75 million fully vaccinated people in the U.S. have been infected with COVID-19.  https://t.co/hJebiJIgER"
1791,misinformation,"Former GOP presidential candidate #HermanCain, who served as the CEO of Godfather’s Pizza for years, has died of the #CCPVirus, according to an announcement on his website.  https://t.co/wigaLVvAtK"
995,misinformation,"No, the person who slapped Hardik Patel is not a Congressman

 https://t.co/FIP0xRmeUZ"
843,misinformation,"योगी आदित्यनाथ ने कभी ऐसा बयान नहीं दिया है। यह क्लिपिंग एक हास्य से जुड़ी वेबसाइट से ली गई है जिसे अब असल बताकर शेयर किया जा रहा है।

 https://t.co/R2CqVsoAgc"
3709,misinformation,"صاحب مقهى بامريكا كاتب لافته
ممنوع دخول الكلاب والمسلمين واصحاب البشره السوداء
فدخل بطل الملاكمه مايك تايسن
وبادو جاك والامام بطل الكيك بوكسنج
وصلو وسط المقهى ولا احد يستطيع الكلام من اصحاب المقهى 👍
((اللهم اعز الاسلام والمسلمين))  https://t.co/880Hl3cjzq"
882,misinformation,"A 2019 video of Nihang Sikhs attacking a bus after it injured one of their horses was falsely linked to the farmers' protest by Sudarshan News. #AltNewsFactCheck | @HereisKinjal 

 https://t.co/lKqSQ0SYwB"
4620,misinformation,"BOOM was able to geo locate where the picture was taken and found that it was shot in Leh and not the Galwan Valley in Ladakh. #BOOMFactCheck #FakeNews #China #galwanvalleyclash #LAC
#Leh #IndianArmy

 https://t.co/Mg7xLpRdew"
1442,misinformation,"Earlier today, divers recovered the Flight Data Recorder from #SJ182 and transferred it to investigators for read out, which is expected to be completed by the end of the week. The search for the Cockpit Voice continues.   https://t.co/x3nigpk93Y https://t.co/bi4ZZsPDQs"
806,misinformation,"#गुजरात_विकाश_मॉडल👇

नरेन्द्र मोदी के LIC कंपनी बेचने के निर्णय से 
नाखुश होकर गुजरात के सूरत शहर में LIC
कर्मचारी की LIVE खुदकशी।😭 👇👇

  https://t.co/TQN5s2UMwU"
12,misinformation,"A conspiracy theory about a @JoeBiden campaign director named #DallasJones relies on a photograph of Cuba Gooding, Jr. to further spread disinformation: 

 https://t.co/mKr8LZnMRw"
2971,misinformation,"Exame da Ordem nada mais é do que uma maneira de arrecadar dinheiro. 
Não é o exame que determina o nível do  profissional. 

Bolsonaro autoriza regulamentar decreto que acaba o exame da OAB  https://t.co/exXrlWb2TV"
864,misinformation,"प्रदर्शनकारी किसानों और पुलिस के बीच झड़प, #DelhiITO का दृश्य 

#FarmLaws #FarmersProtests
(ANI)  https://t.co/lZNlO5TKED"
1062,misinformation,Isn’t this approximately the percentage who support Trump?  https://t.co/VMdHuyAHtl
1494,misinformation,Ah não Os Simpsons previram o corona vírus  https://t.co/9Hec4XwXIw
1919,misinformation,"نشرت السائحة الدنماركية صورة حديثة للطفل الذي وجدته سابقًا في ""#نيجيريا"" وقد تم التخلي عنه حينها بحجة أنه ""#مسحور"" حيث تبنته للعلاج وجه مبتسم واصبح بصحه وجمال واثبت انه كان يحتاج #لانسان  عاقل فقط يتبناه  https://t.co/kU5T9ERqaf"
1998,misinformation,التقطت آخر رحلة إلى المريخ صورة حقيقية للأرض على بعد 55 مليون كيلومتر من كوكبنا هذه البقعة المضيئة الصغيرة هي موطن البشر هذه النقطة هي كل ما لدينا أكثر من 7 مليارات شخص يعيشون على ذرة من الغبار في عالم لا ندرك نهايته كل مشاكلنا وطموحاتنا وأحلامنا مهما بلغ كبرها تنهار خجلاً  https://t.co/peIxjiny47
3425,factual,Wow! IU Researchers Identify Fabric That Kills Coronaviruses. #covid19   https://t.co/L0mZKmwWkP
1645,misinformation,Trump: 'We Don't Know Anything About Hillary in Terms of Religion' - Breitbart  https://t.co/ylMe8lYS0l
2909,misinformation,«Способно создать проблемы»: Мусульманам РФ запретили жениться на немусульманках  #новоесредневековье #ислам #маразм #религия https://t.co/v1KLIlfSFX
2100,misinformation,"A video of Apache helicopters flying over Lake Havasu in Arizona, United States, is viral with claims that it is from Ladakh's Pangong Tso lake, where the said choppers were recently filmed patrolling. #BOOMFactCheck #FakeNews #Ladakh #IndianArmy

 https://t.co/Zc1tQQixsq"
4022,misinformation,"رجل افريقي نشر صورته 
معبراً عن سعادته بركوب حافلة تقودها إمرأة لاول مرة في حياته.
بعد عشر دقائق نفس الرجل نشر صورته بدون تعليق..
😂😂😂😂😂  https://t.co/ocJex22r81"
1538,misinformation,One of the first pictures of the new Mars mission.  https://t.co/d60iREH3IS
1457,misinformation,U.N. Removes Cannabis From List Of World’s Most Dangerous Drugs   https://t.co/jU35IKJwdX https://t.co/Zqqjv1kRCY
2948,misinformation,Filha de Lula NÃO vai receber R$ 37 mil no Senado  https://t.co/0DdXTVa4hQ
823,misinformation,"Will a Hand Sanitizer Bottle Explode in Your Car? Probably Not, but Be Safe Anyway  https://t.co/NPwzomFmEA"
448,factual,"Cavallette, segnalata un’invasione in Sardegna: allarme di Coldiretti  https://t.co/IhNtLlUHRU"
2157,misinformation,"चीन और नेपाल से सीमा विवाद के बीच अब भूटान ने भारत के लिए खड़ी की मुश्किल, पानी रोका

 https://t.co/eMvzwr6H2R"
574,misinformation,"Quatro pessoas que receberam a vacina da Pfizer desenvolveram “Paralisia de Bell”, uma forma de paralisia facial temporária

 https://t.co/7tr68fjWO7"
755,misinformation,"पुलवामा में हुए आतंकी हमले का खौफनाक वीडियो कैमरे में हुआ कैद

#PulwamaAttack 
 https://t.co/0Cq4EkbNSX"
1309,misinformation,Priya Malik wins gold at World Cadet Wrestling Championships  https://t.co/lcylfsVmJk
923,misinformation,"A video from 2017 where a priest was beaten in West Bengal by family members of the woman he allegedly attempted to molest has been revived ahead of assembly elections with messages blaming the Muslim community. #AltNewsFactCheck | @Pooja_Chaudhuri

 https://t.co/f6T66h5elS"
3583,misinformation,"NASA’s Perseverance rover has recorded audio clips captured on the surface of Mars, beaming back to Earth the sounds of wind gusting on the red planet.  https://t.co/TD1FzzmWFw"
4367,misinformation,SEVEN Milwaukee Wards Report More Presidential Votes than Registered Voters -- State Voter Turnout Is Nearly 90% Which Is Virtually Impossible 🔍  https://t.co/l11gE9tjmu
4292,misinformation,Un estudio confirma que las mujeres embarazadas que contraen la COVID-19 tienen riesgos elevados de sufrir complicaciones o morir a causa de la enfermedad  https://t.co/pzeBKtEUvL
4462,misinformation,"Disturbing footage showing a mentally ill man break into a mosque and run around naked in Karachi, Pakistan is being shared with a false claim that the clip shows a member of the Tablighi Jamaat in an isolation centre in #UttarPradesh for #COVID19. 

 https://t.co/t4uRWxujud"
3953,misinformation,Fact Check: Did Joe Biden revoke a Donald Trump ban on Chinese Government Propaganda in Schools?  https://t.co/EtAQhuweAO
1952,misinformation,Mom posts heartbreaking message before Indonesian plane crashed into sea   https://t.co/b6VqI06avp https://t.co/ylxyfxPkVn
2197,misinformation,"Claim: Disha Ravi is a Syrian Christian From Kerala
Reality: @srivatsayb tweeted to refute the viral claim. He tweeted that she is Disha Annappa Ravi from a Lingayat household of Karnataka and isn't Disha Ravi Joseph from a Christian household of Kerala. The Claim is False
#Facts  https://t.co/9jJglP7WJs"
62,misinformation,"Trump: La OMS admitió que yo tenía razón, las cuarentenas están matando países en todo el mundo  https://t.co/t0wax4Gdu6"
4499,misinformation,"A video from 2015 ""Milan Mela"" has been shared as illegal Bangladeshis crossing over to the Indian side of the border after the passing of the Citizenship Amendment Bill (CAB). #AltNewsFactCheck | @Priyankajha0 
 https://t.co/26WiodBL78"
290,misinformation,"#Zakharova: The Normandy landings were not a game-changer for the outcome of WWII and the Great Patriotic War. The outcome was determined by the Red Army’s victories – mainly, in Stalingrad and Kursk. For three years, the UK and then the US dragged out opening the second front  https://t.co/LhzkEzNCQN"
918,misinformation,"An old photograph of a Muslim couple marrying their Hindu foster daughter to a Hindu man was shared with misleading claims. “She will be safe in the Hindu household,” the claim says. #AltNewsFactCheck | @stoic_annu 
 https://t.co/3qR6TWioIT"
635,misinformation,"La cereza sobre el pastel🍒

Pfizer anuncia la actualización de la vacuna COVID-19, ahora incluye el chip de Microsoft para reducir los síntomas.  https://t.co/K7IXZNvHip"
1923,misinformation,"نشرت سائحة دنماركية صورة حديثة للطفل الذي وجدته سابقًا في ""نيجيريا"" وقد تم التخلي عنه حينها بحجة أنه ""مسحور"" حيث تبنته للعلاج. ♥️  https://t.co/wa7DCuA5d7"
2902,factual,"Том Генкс та його дружина захворіли на коронавірус

#новини #новости #ТСН #ТомГенкс #Генкс #коронавірус #Вілсон #РітаВілсон #Covid2019 https://t.co/rZsybNJRka"
223,misinformation,"George Soros fue arrestado en Filadelfia y esta siendo interrogado por el FBI, en relación sus actividades con el program Dominion y podría dar lugar a nuevos cargos por interferencia en las elecciones. @Jou_Kaiser @FPatriarcal
 https://t.co/la3QKOUTUj"
3884,misinformation,JUST IN: Documents show Sanders staffers accessing Clinton voter data   https://t.co/GTJZ6AsGqt https://t.co/Y5FnbcOfng
2578,misinformation,"Alertan de ladrones que se disfrazan de médicos o enfermeros y roban en viviendas de Madrid simulando hacer pruebas de coronavirus

#Madrid #Coronavirus #COVID19 #Estafa #Robo #GMF 
 https://t.co/qExXsd2Y1y"
4513,misinformation,Location of Vikram Lander on lunar surface found &amp; thermal image taken by orbiter! Commination may establish soon  https://t.co/lXEMe4SL9t
1341,misinformation,Koala-sniffing detection dog the latest weapon in saving wildlife after devastating bushfires - ABC News (Australian Broadcasting Corporation)  https://t.co/0zgKklAX6K
1628,misinformation,"#VerificadorLR | Foto de Greta Thunberg y el magnate George Soros es falsa
 https://t.co/lig1Q3OQMi"
99,misinformation,"“Estudem e dediquem-se ao máximo, pois ninguém aqui frita hambúrguer, o único lugar do mundo onde alguém que frita hambúrguer vira embaixador é no Brasil"" Sophie Trudeau - Primeira dama do Canadá
#ViramosMotivoDePiadaNoMundo  https://t.co/InYDZ1qgJN"
3595,misinformation,"Bombshell Video: George Floyd Says ‘I Ate Too Many Drugs’ on Video, Right Before He Died -  https://t.co/SCjHjfpAuR"
2923,misinformation,Indian prime minister Narendra Modi’s false claim about using digital camera &amp; e-mail in 1980s is 45th incorrect statement by him in 5 years to 2019 compiled by @FactCheckIndia  https://t.co/lnxON1M0fg
